short_name,categories,character,unicode
power,notification,,E63C
power_off,notification,,E646
priority_high,notification,,E645
sd_card,notification,,E623
sms,notification,,E625
sms_failed,notification,,E626
sync,notification,,E627
sync_disabled,notification,,E628
sync_problem,notification,,E629
system_update,notification,,E62A
system_update_alt,notification,,E8D7
tap_and_play,notification,,E62B
time_to_leave,notification,,E62C
tv_off,notification,,E647
vibration,notification,,E62D
voice_chat,notification,,E62E
vpn_lock,notification,,E62F
wc,notification,,E63D
wifi,notification,,E63E
ac_unit,places,,EB3B
airport_shuttle,places,,EB3C
all_inclusive,places,,EB3D
apartment,places,,EA40
attractions,places,,EA52
bakery_dining,places,,EA53
bathtub,places,,EA41
beach_access,places,,EB3E
breakfast_dining,places,,EA54
brunch_dining,places,,EA73
business,places,,E0AF
car_rental,places,,EA55
car_repair,places,,EA56
casino,places,,EB40
child_care,places,,EB41
child_friendly,places,,EB42
delivery_dining,places,,EA72
dinner_dining,places,,EA57
dry_cleaning,places,,EA58
fitness_center,places,,EB43
free_breakfast,places,,EB44
golf_course,places,,EB45
hot_tub,places,,EB46
house,places,,EA44
icecream,places,,EA69
kitchen,places,,EB47
lunch_dining,places,,EA61
meeting_room,places,,EB4F
no_meeting_room,places,,EB4E
outdoor_grill,places,,EA47
place,places,,E55F
pool,places,,EB48
ramen_dining,places,,EA64
room_service,places,,EB49
rv_hookup,places,,E642
smoke_free,places,,EB4A
smoking_rooms,places,,EB4B
spa,places,,EB4C
storefront,places,,EA12
takeout_dining,places,,EA74
theater_comedy,places,,EA66
cached,social,,E86A
cake,social,,E7E9
celebration,social,,EA65
circle_notifications,social,,E994
deck,social,,EA42
emoji_emotions,social,,EA22
emoji_events,social,,EA23
emoji_flags,social,,EA1A
emoji_food_beverage,social,,EA1B
emoji_nature,social,,EA1C
emoji_objects,social,,EA24
emoji_people,social,,EA1D
emoji_symbols,social,,EA1E
emoji_transportation,social,,EA1F
fireplace,social,,EA43
group,social,,E7EF
group_add,social,,E7F0
king_bed,social,,EA45
location_city,social,,E7F1
mood,social,,E7F2
mood_bad,social,,E7F3
nights_stay,social,,EA46
notifications,social,,E7F4
notifications_active,social,,E7F7
notifications_none,social,,E7F5
notifications_off,social,,E7F6
notifications_on,social,,E7F7
notifications_paused,social,,E7F8
pages,social,,E7F9
party_mode,social,,E7FA
people,social,,E7FB
people_alt,social,,EA21
people_outline,social,,E7FC
person,social,,E7FD
person_add,social,,E7FE
person_add_disabled,social,,E9CB
person_outline,social,,E7FF
plus_one,social,,E800
poll,social,,E801
public,social,,E80B
school,social,,E80C
sentiment_dissatisfied,social,,E811
sentiment_neutral,social,,E812
sentiment_very_dissatisfied,social,,E814
sentiment_very_satisfied,social,,E815
share,social,,E80D
single_bed,social,,EA48
sports,social,,EA30
sports_baseball,social,,EA51
sports_basketball,social,,EA26
sports_cricket,social,,EA27
sports_esports,social,,EA28
sports_football,social,,EA29
sports_golf,social,,EA2A
sports_handball,social,,EA33
sports_hockey,social,,EA2B
sports_kabaddi,social,,EA34
sports_mma,social,,EA2C
sports_motorsports,social,,EA2D
sports_rugby,social,,EA2E
sports_soccer,social,,EA2F
sports_tennis,social,,EA32
sports_volleyball,social,,EA31
supervised_user_circle,social,,E939
thumb_down_alt,social,,E816
thumb_down_off_alt,social,,E9F2
thumb_up_alt,social,,E817
thumb_up_off_alt,social,,E9F3
volunteer_activism,social,,EA70
wallet_giftcard,social,,E8F6
wallet_membership,social,,E8F7
wallet_travel,social,,E8F8
whatshot,social,,E80E
check_box,toggle,,E834
check_box_outline_blank,toggle,,E835
indeterminate_check_box,toggle,,E909
radio_button_checked,toggle,,E837
radio_button_off,toggle,,E836
radio_button_on,toggle,,E837
radio_button_unchecked,toggle,,E836
star,toggle,,E838
star_border,toggle,,E83A
star_half,toggle,,E839
star_outline,toggle,,E83A
toggle_off,toggle,,E9F5
toggle_on,toggle,,E9F6
